streak_id,student_id,streak_active,streak_frozen,streak_created
837580,318855,1,0,"12/5/2022 9:37"
837581,454529,1,0,"12/5/2022 9:37"
837582,239459,1,0,"12/5/2022 9:38"
837583,456050,1,0,"12/5/2022 9:38"
837584,288909,1,0,"12/5/2022 9:40"
837585,270877,1,0,"12/5/2022 9:40"
837586,409770,1,0,"12/5/2022 9:41"
837587,392292,1,0,"12/5/2022 9:42"
837588,182591,1,0,"12/5/2022 9:42"
837589,9666,1,0,"12/5/2022 9:43"
837590,453174,1,0,"12/5/2022 9:43"
837591,451497,1,0,"12/5/2022 9:43"
837592,149213,1,0,"12/5/2022 9:44"
837593,343832,1,0,"12/5/2022 9:44"
837594,373649,1,0,"12/5/2022 9:44"
837595,292538,1,0,"12/5/2022 9:46"
837596,340250,1,0,"12/5/2022 9:46"
837597,306214,1,0,"12/5/2022 9:46"
837598,456053,1,0,"12/5/2022 9:48"
837599,6950,1,0,"12/5/2022 9:52"
837600,1562,1,0,"12/5/2022 9:52"
837601,428264,1,0,"12/5/2022 9:54"
837602,161338,1,0,"12/5/2022 9:55"
837603,210670,1,0,"12/5/2022 9:56"
837604,456056,1,0,"12/5/2022 9:56"
837605,271257,1,0,"12/5/2022 9:57"
837606,291264,1,0,"12/5/2022 9:59"
837607,280613,1,0,"12/5/2022 10:01"
837608,453812,1,0,"12/5/2022 10:03"
837609,295098,1,0,"12/5/2022 10:03"
837610,256779,1,0,"12/5/2022 10:05"
837611,343604,1,0,"12/5/2022 10:05"
837612,454532,1,0,"12/5/2022 10:06"
837613,260754,1,0,"12/5/2022 10:08"
837614,330304,1,0,"12/5/2022 10:08"
837615,1977,1,0,"12/5/2022 10:10"
837616,450765,1,0,"12/5/2022 10:10"
837617,266548,1,0,"12/5/2022 10:14"
837618,389493,1,0,"12/5/2022 10:16"
837619,249905,1,0,"12/5/2022 10:18"
837620,294343,1,0,"12/5/2022 10:23"
837621,307234,1,0,"12/5/2022 10:23"
837622,316093,1,0,"12/5/2022 10:23"
837623,439999,1,0,"12/5/2022 10:24"
837624,401424,1,0,"12/5/2022 10:28"
837625,456064,1,0,"12/5/2022 10:28"
837626,355649,1,0,"12/5/2022 10:29"
837627,402610,1,0,"12/5/2022 10:30"
837628,258321,1,0,"12/5/2022 10:32"
837629,418795,1,0,"12/5/2022 10:33"
837630,412190,1,0,"12/5/2022 10:34"
837631,421193,1,0,"12/5/2022 10:34"
837632,456068,1,0,"12/5/2022 10:34"
837633,246426,1,0,"12/5/2022 10:36"
837634,423326,1,0,"12/5/2022 10:36"
837635,411385,1,0,"12/5/2022 10:42"
837636,453604,1,0,"12/5/2022 10:43"
837637,39164,1,0,"12/5/2022 10:45"
837638,327200,1,0,"12/5/2022 10:47"
837639,455166,1,0,"12/5/2022 10:48"
837640,330058,1,0,"12/5/2022 10:48"
837641,439391,1,0,"12/5/2022 10:48"
837642,398502,1,0,"12/5/2022 10:48"
837643,454479,1,0,"12/5/2022 10:48"
837644,406906,1,0,"12/5/2022 10:50"
837645,406906,1,0,"12/5/2022 10:50"
837646,407874,1,0,"12/5/2022 10:53"
837647,291990,1,0,"12/5/2022 10:56"
837648,209054,1,0,"12/5/2022 10:56"
837649,1374,1,0,"12/5/2022 10:56"
837650,279562,1,0,"12/5/2022 10:58"
837651,268516,1,0,"12/5/2022 10:59"
837652,453463,1,0,"12/5/2022 11:00"
837653,390592,1,0,"12/5/2022 11:00"
837654,282408,1,0,"12/5/2022 11:00"
837655,382055,1,0,"12/5/2022 11:03"
837656,425522,1,0,"12/5/2022 11:03"
837657,313912,1,0,"12/5/2022 11:03"
837658,395206,1,0,"12/5/2022 11:03"
837659,424743,1,0,"12/5/2022 11:07"
837660,230273,1,0,"12/5/2022 11:07"
837661,210318,1,0,"12/5/2022 11:08"
837662,452909,1,0,"12/5/2022 11:09"
837663,275786,1,0,"12/5/2022 11:09"
837664,194043,1,0,"12/5/2022 11:10"
837665,454564,1,0,"12/5/2022 11:11"
837666,275126,1,0,"12/5/2022 11:11"
837667,343379,1,0,"12/5/2022 11:11"
837668,249503,1,0,"12/5/2022 11:11"
837669,342567,1,0,"12/5/2022 11:12"
837670,281531,1,0,"12/5/2022 11:12"
837671,454175,1,0,"12/5/2022 11:13"
837672,268689,1,0,"12/5/2022 11:14"
837673,132742,1,0,"12/5/2022 11:15"
837674,424720,1,0,"12/5/2022 11:15"
837675,456074,1,0,"12/5/2022 11:16"
837676,455034,1,0,"12/5/2022 11:17"
837677,454659,1,0,"12/5/2022 11:21"
837678,391161,1,0,"12/5/2022 11:24"
837679,296124,1,0,"12/5/2022 11:24"
837680,380712,1,0,"12/5/2022 11:25"
837681,408677,1,0,"12/5/2022 11:26"
837682,456078,1,0,"12/5/2022 11:26"
837683,456079,1,0,"12/5/2022 11:26"
837684,453165,1,0,"12/5/2022 11:28"
837685,341335,1,0,"12/5/2022 11:30"
837686,456080,1,0,"12/5/2022 11:32"
837687,355575,1,0,"12/5/2022 11:33"
837688,221756,1,0,"12/5/2022 11:34"
837689,315686,1,0,"12/5/2022 11:35"
837690,410495,1,0,"12/5/2022 11:40"
837691,338539,1,0,"12/5/2022 11:41"
837692,334098,1,0,"12/5/2022 11:41"
837693,455294,1,0,"12/5/2022 11:44"
837694,156171,1,0,"12/5/2022 11:44"
837695,223510,1,0,"12/5/2022 11:44"
837701,275445,1,0,"12/5/2022 11:47"
837702,18378,1,0,"12/5/2022 11:47"
837703,299794,1,0,"12/5/2022 11:47"
837710,291975,1,0,"12/5/2022 11:49"
837713,274127,1,0,"12/5/2022 11:50"
837714,455355,1,0,"12/5/2022 11:51"
837715,305618,1,0,"12/5/2022 11:52"
837716,270675,1,0,"12/5/2022 11:54"
837717,156587,1,0,"12/5/2022 11:56"
837718,443664,1,0,"12/5/2022 11:57"
837719,324160,1,0,"12/5/2022 11:58"
837720,431174,1,0,"12/5/2022 11:58"
837721,293639,1,0,"12/5/2022 11:59"
837722,291566,1,0,"12/5/2022 12:00"
837723,326556,1,0,"12/5/2022 12:01"
837724,377367,1,0,"12/5/2022 12:02"
837725,291671,1,0,"12/5/2022 12:03"
837726,435856,1,0,"12/5/2022 12:04"
837727,260916,1,0,"12/5/2022 12:04"
837728,410538,1,0,"12/5/2022 12:04"
837729,405271,1,0,"12/5/2022 12:10"
837730,450604,1,0,"12/5/2022 12:10"
837731,267064,1,0,"12/5/2022 12:13"
837732,289814,1,0,"12/5/2022 12:16"
837733,456024,1,0,"12/5/2022 12:17"
837734,199756,1,0,"12/5/2022 12:19"
837735,367591,1,0,"12/5/2022 12:21"
837736,454549,1,0,"12/5/2022 12:22"
837737,296127,1,0,"12/5/2022 12:23"
837738,456072,1,0,"12/5/2022 12:25"
837739,423670,1,0,"12/5/2022 12:25"
837740,336509,1,0,"12/5/2022 12:25"
837741,254571,1,0,"12/5/2022 12:26"
837742,452281,1,0,"12/5/2022 12:28"
837743,296942,1,0,"12/5/2022 12:29"
837744,295096,1,0,"12/5/2022 12:31"
837745,436646,1,0,"12/5/2022 12:31"
837746,303503,1,0,"12/5/2022 12:32"
837747,151404,1,0,"12/5/2022 12:33"
837748,453388,1,0,"12/5/2022 12:33"
837749,454423,1,0,"12/5/2022 12:33"
837750,448899,1,0,"12/5/2022 12:34"
837751,341055,1,0,"12/5/2022 12:36"
837752,441277,1,0,"12/5/2022 12:37"
837753,396305,1,0,"12/5/2022 12:37"
837754,278753,1,0,"12/5/2022 12:37"
837755,302357,1,0,"12/5/2022 12:39"
837756,296103,1,0,"12/5/2022 12:39"
837757,420807,1,0,"12/5/2022 12:41"
837758,455967,1,0,"12/5/2022 12:41"
837759,454913,1,0,"12/5/2022 12:41"
837760,293539,1,0,"12/5/2022 12:42"
837761,291769,1,0,"12/5/2022 12:42"
837762,357325,1,0,"12/5/2022 12:43"
837763,456091,1,0,"12/5/2022 12:43"
837764,261552,1,0,"12/5/2022 12:44"
837765,320910,1,0,"12/5/2022 12:47"
837766,456095,1,0,"12/5/2022 12:48"
837767,454781,1,0,"12/5/2022 12:48"
837768,455895,1,0,"12/5/2022 12:50"
837769,234437,1,0,"12/5/2022 12:50"
837770,263293,1,0,"12/5/2022 12:52"
837771,431218,1,0,"12/5/2022 12:52"
837772,338719,1,0,"12/5/2022 12:54"
837773,271761,1,0,"12/5/2022 12:55"
837774,286073,1,0,"12/5/2022 12:55"
837775,456099,1,0,"12/5/2022 12:56"
837776,299359,1,0,"12/5/2022 12:59"
837777,309205,1,0,"12/5/2022 13:00"
837778,275093,1,0,"12/5/2022 13:00"
837779,438969,1,0,"12/5/2022 13:00"
837780,453423,1,0,"12/5/2022 13:02"
837781,438474,1,0,"12/5/2022 13:04"
837782,255296,1,0,"12/5/2022 13:06"
837783,377892,1,0,"12/5/2022 13:06"
837784,443611,1,0,"12/5/2022 13:07"
837785,391818,1,0,"12/5/2022 13:08"
837786,113425,1,0,"12/5/2022 13:08"
837787,339247,1,0,"12/5/2022 13:09"
837788,315520,1,0,"12/5/2022 13:11"
837789,414064,1,0,"12/5/2022 13:12"
837790,233324,1,0,"12/5/2022 13:13"
837791,263546,1,0,"12/5/2022 13:14"
837792,435480,1,0,"12/5/2022 13:14"
837793,345468,1,0,"12/5/2022 13:15"
837794,356249,1,0,"12/5/2022 13:15"
837795,211129,1,0,"12/5/2022 13:15"
837796,286826,1,0,"12/5/2022 13:17"
837797,258800,1,0,"12/5/2022 13:17"
837798,451446,1,0,"12/5/2022 13:18"
837799,153357,1,0,"12/5/2022 13:18"
837800,274630,1,0,"12/5/2022 13:20"
837801,307507,1,0,"12/5/2022 13:23"
837802,274552,1,0,"12/5/2022 13:26"
837803,358666,1,0,"12/5/2022 13:27"
837804,280548,1,0,"12/5/2022 13:28"
837805,372757,1,0,"12/5/2022 13:28"
837806,456107,1,0,"12/5/2022 13:30"
837807,316003,1,0,"12/5/2022 13:32"
837808,344453,1,0,"12/5/2022 13:34"
837809,231164,1,0,"12/5/2022 13:35"
837810,339721,1,0,"12/5/2022 13:36"
837811,371864,1,0,"12/5/2022 13:37"
837812,254567,1,0,"12/5/2022 13:38"
837813,456103,1,0,"12/5/2022 13:39"
837814,1659,1,0,"12/5/2022 13:40"
837815,289049,1,0,"12/5/2022 13:41"
837816,327462,1,0,"12/5/2022 13:41"
837817,378891,1,0,"12/5/2022 13:45"
837818,195144,1,0,"12/5/2022 13:47"
837819,284266,1,0,"12/5/2022 13:48"
837820,274825,1,0,"12/5/2022 13:50"
837821,265685,1,0,"12/5/2022 13:51"
837822,362422,1,0,"12/5/2022 13:52"
837823,349306,1,0,"12/5/2022 13:53"
837824,388862,1,0,"12/5/2022 13:53"
837825,349996,1,0,"12/5/2022 13:55"
837826,394037,1,0,"12/5/2022 13:56"
837827,451847,1,0,"12/5/2022 13:57"
837828,455685,1,0,"12/5/2022 13:57"
837829,337556,1,0,"12/5/2022 13:59"
837830,433592,1,0,"12/5/2022 13:59"
837831,422382,1,0,"12/5/2022 14:01"
837832,425458,1,0,"12/5/2022 14:01"
837833,377535,1,0,"12/5/2022 14:02"
837834,10905,1,0,"12/5/2022 14:02"
837835,434592,1,0,"12/5/2022 14:04"
837836,445904,1,0,"12/5/2022 14:05"
837837,264146,1,0,"12/5/2022 14:05"
837838,263672,1,0,"12/5/2022 14:06"
837839,346060,1,0,"12/5/2022 14:08"
837840,161693,1,0,"12/5/2022 14:08"
837841,374301,1,0,"12/5/2022 14:09"
837842,408002,1,0,"12/5/2022 14:12"
837843,456110,1,0,"12/5/2022 14:12"
837844,424230,1,0,"12/5/2022 14:12"
837845,392716,1,0,"12/5/2022 14:13"
837846,326761,1,0,"12/5/2022 14:13"
837847,455444,1,0,"12/5/2022 14:14"
837848,435680,1,0,"12/5/2022 14:15"
837849,448340,1,0,"12/5/2022 14:16"
837850,253156,1,0,"12/5/2022 14:17"
837851,282591,1,0,"12/5/2022 14:18"
837852,399991,1,0,"12/5/2022 14:19"
837853,2545,1,0,"12/5/2022 14:19"
837854,456051,1,0,"12/5/2022 14:21"
837855,446309,1,0,"12/5/2022 14:24"
837856,455088,1,0,"12/5/2022 14:26"
837857,449130,1,0,"12/5/2022 14:26"
837858,455101,1,0,"12/5/2022 14:27"
837859,283115,1,0,"12/5/2022 14:29"
837860,455408,1,0,"12/5/2022 14:30"
837861,272861,1,0,"12/5/2022 14:31"
837862,456113,1,0,"12/5/2022 14:31"
837863,227538,1,0,"12/5/2022 14:33"
837864,316628,1,0,"12/5/2022 14:33"
837865,301518,1,0,"12/5/2022 14:35"
837866,362503,1,0,"12/5/2022 14:38"
837867,100706,1,0,"12/5/2022 14:38"
837868,296402,1,0,"12/5/2022 14:39"
837869,351513,1,0,"12/5/2022 14:40"
837870,455806,1,0,"12/5/2022 14:42"
837871,456114,1,0,"12/5/2022 14:43"
837872,261019,1,0,"12/5/2022 14:43"
837873,398107,1,0,"12/5/2022 14:48"
837874,453334,1,0,"12/5/2022 14:49"
837875,293303,1,0,"12/5/2022 14:51"
837876,266743,1,0,"12/5/2022 14:52"
837877,341710,1,0,"12/5/2022 14:52"
837878,270930,1,0,"12/5/2022 14:52"
837879,327697,1,0,"12/5/2022 14:53"
837880,300045,1,0,"12/5/2022 14:53"
837881,332695,1,0,"12/5/2022 14:57"
837882,333749,1,0,"12/5/2022 14:59"
837883,173105,1,0,"12/5/2022 14:59"
837884,264425,1,0,"12/5/2022 14:59"
837885,440815,1,0,"12/5/2022 15:00"
837886,353820,1,0,"12/5/2022 15:01"
837887,233619,1,0,"12/5/2022 15:02"
837888,256405,1,0,"12/5/2022 15:03"
837889,317252,1,0,"12/5/2022 15:04"
837890,451029,1,0,"12/5/2022 15:07"
837891,318534,1,0,"12/5/2022 15:10"
837892,59568,1,0,"12/5/2022 15:10"
837893,250476,1,0,"12/5/2022 15:14"
837894,249503,1,0,"12/5/2022 15:14"
837895,418557,1,0,"12/5/2022 15:15"
837896,337022,1,0,"12/5/2022 15:18"
837897,450876,1,0,"12/5/2022 15:18"
837898,449394,1,0,"12/5/2022 15:21"
837899,429581,1,0,"12/5/2022 15:24"
837900,456121,1,0,"12/5/2022 15:25"
837901,456070,1,0,"12/5/2022 15:26"
837902,262634,1,0,"12/5/2022 15:26"
837903,280853,1,0,"12/5/2022 15:27"
837904,456122,1,0,"12/5/2022 15:28"
837905,277766,1,0,"12/5/2022 15:29"
837906,279735,1,0,"12/5/2022 15:29"
837907,310065,1,0,"12/5/2022 15:31"
837908,455636,1,0,"12/5/2022 15:32"
837909,448889,1,0,"12/5/2022 15:34"
837910,321420,1,0,"12/5/2022 15:36"
837911,454875,1,0,"12/5/2022 15:36"
837912,361555,1,0,"12/5/2022 15:37"
837913,405784,1,0,"12/5/2022 15:38"
837914,288584,1,0,"12/5/2022 15:39"
837915,456123,1,0,"12/5/2022 15:39"
837916,431802,1,0,"12/5/2022 15:43"
837917,447775,1,0,"12/5/2022 15:44"
837918,228202,1,0,"12/5/2022 15:44"
837919,456126,1,0,"12/5/2022 15:47"
837920,454878,1,0,"12/5/2022 15:48"
837921,280148,1,0,"12/5/2022 15:50"
837922,454855,1,0,"12/5/2022 15:51"
837923,329828,1,0,"12/5/2022 15:52"
837924,344832,1,0,"12/5/2022 15:54"
837925,454638,1,0,"12/5/2022 15:55"
837926,456127,1,0,"12/5/2022 15:57"
837927,2185,1,0,"12/5/2022 15:57"
837928,278851,1,0,"12/5/2022 15:59"
837929,310279,1,0,"12/5/2022 15:59"
837930,439498,1,0,"12/5/2022 15:59"
837931,455087,1,0,"12/5/2022 16:00"
837932,456129,1,0,"12/5/2022 16:00"
837933,427902,1,0,"12/5/2022 16:04"
837934,453136,1,0,"12/5/2022 16:04"
837935,282977,1,0,"12/5/2022 16:04"
837936,454276,1,0,"12/5/2022 16:05"
837937,456115,1,0,"12/5/2022 16:08"
837938,197785,1,0,"12/5/2022 16:09"
837939,318431,1,0,"12/5/2022 16:09"
837940,453906,1,0,"12/5/2022 16:09"
837941,268926,1,0,"12/5/2022 16:09"
837942,274861,1,0,"12/5/2022 16:09"
837943,244886,1,0,"12/5/2022 16:10"
837944,276531,1,0,"12/5/2022 16:11"
837945,149601,1,0,"12/5/2022 16:13"
837946,406979,1,0,"12/5/2022 16:14"
837947,456132,1,0,"12/5/2022 16:17"
837948,453029,1,0,"12/5/2022 16:18"
837949,424157,1,0,"12/5/2022 16:19"
837950,456134,1,0,"12/5/2022 16:21"
837951,447713,1,0,"12/5/2022 16:21"
837952,216478,1,0,"12/5/2022 16:22"
837953,318419,1,0,"12/5/2022 16:23"
837954,454935,1,0,"12/5/2022 16:25"
837955,344346,1,0,"12/5/2022 16:30"
837956,272058,1,0,"12/5/2022 16:32"
837957,456136,1,0,"12/5/2022 16:33"
837958,162406,1,0,"12/5/2022 16:36"
837959,411894,1,0,"12/5/2022 16:37"
837960,401906,1,0,"12/5/2022 16:38"
837961,311170,1,0,"12/5/2022 16:41"
837962,420093,1,0,"12/5/2022 16:41"
837963,183924,1,0,"12/5/2022 16:42"
837964,437230,1,0,"12/5/2022 16:43"
837965,13695,1,0,"12/5/2022 16:43"
837966,454393,1,0,"12/5/2022 16:44"
837967,433475,1,0,"12/5/2022 16:47"
837968,455247,1,0,"12/5/2022 16:48"
837969,2332,1,0,"12/5/2022 16:50"
837970,455748,1,0,"12/5/2022 16:50"
837971,429604,1,0,"12/5/2022 16:51"
837972,338997,1,0,"12/5/2022 16:51"
837973,451363,1,0,"12/5/2022 16:51"
837974,3402,1,0,"12/5/2022 16:53"
837975,147087,1,0,"12/5/2022 16:55"
837976,405911,1,0,"12/5/2022 16:55"
837977,353381,1,0,"12/5/2022 16:55"
837978,449491,1,0,"12/5/2022 16:58"
837979,301071,1,0,"12/5/2022 16:59"
837980,288284,1,0,"12/5/2022 17:00"
837981,147087,1,0,"12/5/2022 17:00"
837982,337132,1,0,"12/5/2022 17:02"
837983,455655,1,0,"12/5/2022 17:02"
837984,379083,1,0,"12/5/2022 17:02"
837985,196154,1,0,"12/5/2022 17:04"
837986,388890,1,0,"12/5/2022 17:04"
837987,456096,1,0,"12/5/2022 17:07"
837988,396948,1,0,"12/5/2022 17:09"
837989,908,1,0,"12/5/2022 17:10"
837990,328665,1,0,"12/5/2022 17:11"
837991,452536,1,0,"12/5/2022 17:11"
837992,452448,1,0,"12/5/2022 17:13"
837993,288232,1,0,"12/5/2022 17:17"
837994,308055,1,0,"12/5/2022 17:18"
837995,371053,1,0,"12/5/2022 17:20"
837996,269990,1,0,"12/5/2022 17:20"
837997,442476,1,0,"12/5/2022 17:22"
837998,420963,1,0,"12/5/2022 17:23"
837999,290746,1,0,"12/5/2022 17:23"
838000,364616,1,0,"12/5/2022 17:28"
838001,146514,1,0,"12/5/2022 17:30"
838002,274532,1,0,"12/5/2022 17:30"
838003,155640,1,0,"12/5/2022 17:30"
838004,348448,1,0,"12/5/2022 17:31"
838005,359324,1,0,"12/5/2022 17:34"
838006,280913,1,0,"12/5/2022 17:35"
838007,262761,1,0,"12/5/2022 17:40"
838008,381196,1,0,"12/5/2022 17:41"
838009,389865,1,0,"12/5/2022 17:44"
838010,351937,1,0,"12/5/2022 17:44"
838011,288206,1,0,"12/5/2022 17:45"
838012,424308,1,0,"12/5/2022 17:48"
838013,357142,1,0,"12/5/2022 17:48"
838014,192722,1,0,"12/5/2022 17:49"
838015,24924,1,0,"12/5/2022 17:50"
838016,453883,1,0,"12/5/2022 17:52"
838017,262459,1,0,"12/5/2022 17:53"
838018,437031,1,0,"12/5/2022 17:54"
838019,456049,1,0,"12/5/2022 17:54"
838020,175519,1,0,"12/5/2022 17:57"
838021,252200,1,0,"12/5/2022 17:58"
838022,441628,1,0,"12/5/2022 17:59"
838023,453790,1,0,"12/5/2022 17:59"
838024,389727,1,0,"12/5/2022 18:00"
838025,30273,1,0,"12/5/2022 18:00"
838026,308189,1,0,"12/5/2022 18:00"
838027,4231,1,0,"12/5/2022 18:00"
838028,292611,1,0,"12/5/2022 18:00"
838029,182591,1,0,"12/5/2022 18:00"
838030,39492,1,0,"12/5/2022 18:01"
838031,416843,1,0,"12/5/2022 18:01"
838032,268799,1,0,"12/5/2022 18:02"
838033,24924,1,0,"12/5/2022 18:02"
838034,353325,1,0,"12/5/2022 18:04"
838035,261674,1,0,"12/5/2022 18:04"
838036,427065,1,0,"12/5/2022 18:05"
838037,244830,1,0,"12/5/2022 18:05"
838038,151694,1,0,"12/5/2022 18:06"
838039,328180,1,0,"12/5/2022 18:07"
838040,379252,1,0,"12/5/2022 18:09"
838041,431116,1,0,"12/5/2022 18:09"
838042,262112,1,0,"12/5/2022 18:10"
838043,143992,1,0,"12/5/2022 18:10"
838044,424313,1,0,"12/5/2022 18:12"
838045,446071,1,0,"12/5/2022 18:15"
838046,265130,1,0,"12/5/2022 18:16"
838047,441154,1,0,"12/5/2022 18:17"
838048,449728,1,0,"12/5/2022 18:18"
838049,453252,1,0,"12/5/2022 18:20"
838050,449716,1,0,"12/5/2022 18:21"
838051,251239,1,0,"12/5/2022 18:21"
838052,324946,1,0,"12/5/2022 18:22"
838053,284141,1,0,"12/5/2022 18:22"
838054,255668,1,0,"12/5/2022 18:23"
838055,337982,1,0,"12/5/2022 18:23"
838056,255282,1,0,"12/5/2022 18:24"
838057,456161,1,0,"12/5/2022 18:25"
838058,454622,1,0,"12/5/2022 18:27"
838059,453433,1,0,"12/5/2022 18:28"
838060,431802,1,0,"12/5/2022 18:30"
838061,260813,1,0,"12/5/2022 18:30"
838062,443420,1,0,"12/5/2022 18:31"
838063,456163,1,0,"12/5/2022 18:33"
838064,296812,1,0,"12/5/2022 18:33"
838065,263519,1,0,"12/5/2022 18:33"
838066,296813,1,0,"12/5/2022 18:34"
838067,410811,1,0,"12/5/2022 18:34"
838068,304237,1,0,"12/5/2022 18:35"
838069,445812,1,0,"12/5/2022 18:35"
838070,344440,1,0,"12/5/2022 18:36"
838071,157791,1,0,"12/5/2022 18:36"
838072,418364,1,0,"12/5/2022 18:36"
838073,308287,1,0,"12/5/2022 18:36"
838074,25507,1,0,"12/5/2022 18:38"
838075,1521,1,0,"12/5/2022 18:41"
838076,116991,1,0,"12/5/2022 18:41"
838077,434687,1,0,"12/5/2022 18:42"
838078,455917,1,0,"12/5/2022 18:42"
838079,421330,1,0,"12/5/2022 18:43"
838080,260891,1,0,"12/5/2022 18:44"
838081,307003,1,0,"12/5/2022 18:45"
838082,275445,1,0,"12/5/2022 18:48"
838083,320597,1,0,"12/5/2022 18:48"
838084,312359,1,0,"12/5/2022 18:48"
838085,297475,1,0,"12/5/2022 18:49"
838086,410772,1,0,"12/5/2022 18:51"
838087,1482,1,0,"12/5/2022 18:53"
838088,455329,1,0,"12/5/2022 18:54"
838089,179203,1,0,"12/5/2022 18:55"
838090,320002,1,0,"12/5/2022 18:55"
838091,448691,1,0,"12/5/2022 18:58"
838092,230333,1,0,"12/5/2022 19:01"
838093,277410,1,0,"12/5/2022 19:01"
838094,435680,1,0,"12/5/2022 19:05"
838095,307004,1,0,"12/5/2022 19:05"
838096,292475,1,0,"12/5/2022 19:06"
838097,10905,1,0,"12/5/2022 19:08"
838098,292006,1,0,"12/5/2022 19:08"
838099,389976,1,0,"12/5/2022 19:09"
838101,456169,1,0,"12/5/2022 19:15"
838102,292496,1,0,"12/5/2022 19:16"
838103,296613,1,0,"12/5/2022 19:16"
838104,344935,1,0,"12/5/2022 19:18"
838105,272050,1,0,"12/5/2022 19:22"
838106,292596,1,0,"12/5/2022 19:24"
838107,282507,1,0,"12/5/2022 19:28"
838108,438873,1,0,"12/5/2022 19:29"
838109,302585,1,0,"12/5/2022 19:29"
838110,224264,1,0,"12/5/2022 19:32"
838111,455142,1,0,"12/5/2022 19:33"
838112,254672,1,0,"12/5/2022 19:34"
838113,275132,1,0,"12/5/2022 19:36"
838114,291462,1,0,"12/5/2022 19:37"
838115,447315,1,0,"12/5/2022 19:38"
838116,453163,1,0,"12/5/2022 19:40"
838117,254127,1,0,"12/5/2022 19:42"
838118,456175,1,0,"12/5/2022 19:42"
838119,300127,1,0,"12/5/2022 19:44"
838120,236081,1,0,"12/5/2022 19:45"
838121,7649,1,0,"12/5/2022 19:47"
838122,455694,1,0,"12/5/2022 19:48"
838123,404846,1,0,"12/5/2022 19:50"
838124,416364,1,0,"12/5/2022 19:50"
838125,290737,1,0,"12/5/2022 19:51"
838126,404004,1,0,"12/5/2022 19:51"
838127,299397,1,0,"12/5/2022 19:52"
838128,307125,1,0,"12/5/2022 19:52"
838129,401744,1,0,"12/5/2022 19:52"
838130,336940,1,0,"12/5/2022 19:53"
838131,455232,1,0,"12/5/2022 19:54"
838132,355540,1,0,"12/5/2022 19:55"
838133,173561,1,0,"12/5/2022 19:57"
838134,445128,1,0,"12/5/2022 19:57"
838135,330074,1,0,"12/5/2022 19:58"
838136,230894,1,0,"12/5/2022 20:00"
838137,2555,1,0,"12/5/2022 20:00"
838138,278459,1,0,"12/5/2022 20:03"
838139,270606,1,0,"12/5/2022 20:04"
838140,431440,1,0,"12/5/2022 20:05"
838141,27160,1,0,"12/5/2022 20:06"
838142,263120,1,0,"12/5/2022 20:08"
838143,382846,1,0,"12/5/2022 20:10"
838144,280134,1,0,"12/5/2022 20:11"
838145,218699,1,0,"12/5/2022 20:12"
838146,454069,1,0,"12/5/2022 20:13"
838147,366640,1,0,"12/5/2022 20:18"
838148,435434,1,0,"12/5/2022 20:18"
838149,282174,1,0,"12/5/2022 20:21"
838150,350839,1,0,"12/5/2022 20:24"
838151,272050,1,0,"12/5/2022 20:25"
838152,442536,1,0,"12/5/2022 20:25"
838153,160274,1,0,"12/5/2022 20:25"
838154,455937,1,0,"12/5/2022 20:26"
838155,272063,1,0,"12/5/2022 20:27"
838156,397872,1,0,"12/5/2022 20:29"
838157,338084,1,0,"12/5/2022 20:29"
838158,442538,1,0,"12/5/2022 20:33"
838159,453762,1,0,"12/5/2022 20:34"
838160,326092,1,0,"12/5/2022 20:36"
838161,453262,1,0,"12/5/2022 20:37"
838162,185851,1,0,"12/5/2022 20:39"
838163,296968,1,0,"12/5/2022 20:41"
838164,450969,1,0,"12/5/2022 20:42"
838165,404582,1,0,"12/5/2022 20:42"
838166,5790,1,0,"12/5/2022 20:43"
838167,455076,1,0,"12/5/2022 20:43"
838168,451348,1,0,"12/5/2022 20:46"
838169,295114,1,0,"12/5/2022 20:49"
838170,261813,1,0,"12/5/2022 20:50"
838171,266410,1,0,"12/5/2022 20:50"
838172,454754,1,0,"12/5/2022 20:51"
838173,202070,1,0,"12/5/2022 20:58"
838174,227387,1,0,"12/5/2022 20:59"
838175,432886,1,0,"12/5/2022 20:59"
838176,441154,1,0,"12/5/2022 21:00"
838177,408008,1,0,"12/5/2022 21:03"
838178,456185,1,0,"12/5/2022 21:05"
838179,248647,1,0,"12/5/2022 21:05"
838180,351701,1,0,"12/5/2022 21:10"
838181,239092,1,0,"12/5/2022 21:11"
838182,152896,1,0,"12/5/2022 21:12"
838183,417529,1,0,"12/5/2022 21:12"
838184,453433,1,0,"12/5/2022 21:15"
838185,456186,1,0,"12/5/2022 21:15"
838186,337395,1,0,"12/5/2022 21:16"
838187,275165,1,0,"12/5/2022 21:16"
838188,297859,1,0,"12/5/2022 21:16"
838189,282601,1,0,"12/5/2022 21:18"
838190,292815,1,0,"12/5/2022 21:19"
838192,452931,1,0,"12/5/2022 21:20"
838193,1500,1,0,"12/5/2022 21:21"
838194,379054,1,0,"12/5/2022 21:21"
838196,236414,1,0,"12/5/2022 21:25"
838197,342059,1,0,"12/5/2022 21:26"
838198,159370,1,0,"12/5/2022 21:28"
838199,308208,1,0,"12/5/2022 21:28"
838200,365019,1,0,"12/5/2022 21:29"
838201,454557,1,0,"12/5/2022 21:31"
838202,334688,1,0,"12/5/2022 21:32"
